"IMBD_id","IMBD_name","IMBD_rate","IMBD_genre","IMBD_detail","IMBD_year","IMBD_time","IMBD_votes","IMBD_rating","IMBD_cast","IMBD_type","IMBD_country"
"378.","Underworld","7.0","Action, Fantasy, Thriller","Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.","(2003)","121 min","250,708","Action, Fantasy, Thriller","Director: Len Wiseman | Stars: Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen","19 September 2003 (USA)","Country: USA | UK | Germany | Hungary"
"379.","Total Recall","7.5","Action, Sci-Fi, Thriller","When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?","(1990)","113 min","297,993","Action, Sci-Fi, Thriller","Director: Paul Verhoeven | Stars: Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin","1 June 1990 (USA)","Country: USA | Mexico"
"380.","The Mask","6.9","Action, Comedy, Crime","Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.","(1994)","101 min","341,644","Action, Comedy, Crime","Director: Chuck Russell | Stars: Jim Carrey, Cameron Diaz, Peter Riegert, Peter Greene","29 July 1994 (USA)","Country: USA"
"381.","Oblivion","7.0","Action, Adventure, Sci-Fi","A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.","(I) (2013)","124 min","479,793","Action, Adventure, Sci-Fi","Director: Joseph Kosinski | Stars: Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko","19 April 2013 (USA)","Country: USA"
"382.","X-Men: Apocalypse","6.9","Action, Adventure, Sci-Fi","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","(2016)","144 min","387,594","Action, Adventure, Sci-Fi","Director: Bryan Singer | Stars: James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult","27 May 2016 (USA)","Country: USA"
"383.","Kong: Skull Island","6.6","Action, Adventure, Fantasy","After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.","(2017)","118 min","264,135","Action, Adventure, Fantasy","Director: Jordan Vogt-Roberts | Stars: Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","10 March 2017 (USA)","Country: USA | China"
"384.","Guns Akimbo","6.3","Action, Comedy, Thriller","A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.","(2019)","98 min","33,564","Action, Comedy, Thriller","Director: Jason Lei Howden | Stars: Samara Weaving, Daniel Radcliffe, Rhys Darby, Mark Rowley","28 February 2020 (USA)","Country: UK | Germany | New Zealand"
"385.","In Time","6.7","Action, Sci-Fi, Thriller","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.","(2011)","109 min","365,994","Action, Sci-Fi, Thriller","Director: Andrew Niccol | Stars: Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde","28 October 2011 (USA)","Country: USA"
"386.","The Dark Tower","5.6","Action, Adventure, Fantasy","A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.","(2017)","95 min","125,485","Action, Adventure, Fantasy","Director: Nikolaj Arcel | Stars: Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert","4 August 2017 (USA)","Country: USA"
"387.","X-Men: First Class","7.7","Action, Adventure, Sci-Fi","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","(2011)","131 min","639,884","Action, Adventure, Sci-Fi","Director: Matthew Vaughn | Stars: James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon","3 June 2011 (USA)","Country: USA | UK"
"388.","Blood of Zeus","8.0","Animation, Action, Fantasy","A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.","(2020– )","30 min","3,601","Animation, Action, Fantasy","Stars: Derek Phillips, Jessica Henwick, Jason O'Mara, Elias Toufexis","TV Series (2020– )","Country: USA"
"389.","The King's Man","","Action, Adventure, Comedy","In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.","(2021)","","","Action, Adventure, Comedy","Director: Matthew Vaughn | Stars: Gemma Arterton, Aaron Taylor-Johnson, Ralph Fiennes, Daniel Brühl","12 February 2021 (USA)","Country: UK | USA"
"390.","Godzilla: King of the Monsters","6.0","Action, Adventure, Fantasy","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.","(2019)","132 min","127,863","Action, Adventure, Fantasy","Director: Michael Dougherty | Stars: Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe","31 May 2019 (USA)","Country: USA | Japan | China | Canada"
"391.","Batman & Robin","3.8","Action, Sci-Fi","Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.","(1997)","125 min","231,864","Action, Sci-Fi","Director: Joel Schumacher | Stars: Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman","","Country: USA | UK"
"392.","Mortal Engines","6.1","Action, Adventure, Fantasy","In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.","(2018)","128 min","102,930","Action, Adventure, Fantasy","Director: Christian Rivers | Stars: Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae","14 December 2018 (USA)","Country: USA | New Zealand"
"393.","The Monster Squad","7.1","Action, Comedy, Fantasy","A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.","(1987)","79 min","27,869","Action, Comedy, Fantasy","Director: Fred Dekker | Stars: Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr","14 August 1987 (USA)","Language: English | German"
"394.","Independence Day: Resurgence","5.2","Action, Adventure, Sci-Fi","Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","(2016)","120 min","164,986","Action, Adventure, Sci-Fi","Director: Roland Emmerich | Stars: Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe","24 June 2016 (USA)","Country: USA"
"395.","Spies in Disguise","6.8","Animation, Action, Adventure","When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","(2019)","102 min","31,413","Animation, Action, Adventure","Directors: Nick Bruno, Troy Quane | Stars: Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado","25 December 2019 (USA)","Country: USA"
"396.","Vanguard","4.6","Action","Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.","(I) (2020)","108 min","463","Action","Director: Stanley Tong | Stars: Jackie Chan, Yang Yang, Miya Muqi, Lun Ai","","Language: Mandarin"
"397.","Looper","7.4","Action, Drama, Sci-Fi","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.","(2012)","113 min","529,047","Action, Drama, Sci-Fi","Director: Rian Johnson | Stars: Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano","28 September 2012 (USA)","Country: USA | China"
"398.","Men in Black","7.3","Action, Adventure, Comedy","A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.","(1997)","98 min","510,139","Action, Adventure, Comedy","Director: Barry Sonnenfeld | Stars: Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio","2 July 1997 (USA)","Country: USA"
"399.","The Game","7.8","Action, Drama, Mystery","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.","(1997)","129 min","339,581","Action, Drama, Mystery","Director: David Fincher | Stars: Michael Douglas, Deborah Kara Unger, Sean Penn, James Rebhorn","12 September 1997 (USA)","Language: English | Cantonese | German"
"400.","American Sniper","7.3","Action, Biography, Drama","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.","(2014)","133 min","433,249","Action, Biography, Drama","Director: Clint Eastwood | Stars: Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis","16 January 2015 (USA)","Country: USA"
"401.","Rogue","3.8","Action","O'Hara is a mercenary leading a squad of soldiers on their mission to rescue hostages in remote part of Africa. Unfortunately the mission goes wrong and the team are stranded, forced to survive against the local rebels.","(I) (2020)","105 min","3,644","Action","Director: M.J. Bassett | Stars: Megan Fox, Philip Winchester, Greg Kriek, Brandon Auret","","Language: English"
"402.","Iron Man 3","7.2","Action, Adventure, Sci-Fi","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","(2013)","130 min","744,820","Action, Adventure, Sci-Fi","Director: Shane Black | Stars: Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle","3 May 2013 (USA)","Country: USA"
"403.","Super 8","7.0","Action, Adventure, Sci-Fi","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.","(2011)","112 min","335,999","Action, Adventure, Sci-Fi","Director: J.J. Abrams | Stars: Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney","10 June 2011 (USA)","Country: USA"
"404.","The Three Musketeers","5.7","Action, Adventure, Fantasy","The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.","(2011)","110 min","102,420","Action, Adventure, Fantasy","Director: Paul W.S. Anderson | Stars: Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich","21 October 2011 (USA)","Country: USA | Germany | France | UK"
"405.","Snow White and the Huntsman","6.1","Action, Adventure, Drama","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.","(2012)","127 min","270,771","Action, Adventure, Drama","Director: Rupert Sanders | Stars: Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","1 June 2012 (USA)","Country: USA | UK"
"406.","The Seven Deadly Sins","8.1","Animation, Action, Adventure","The legend of the confrontation between the Seven Deadly Sins and the Holy Knights.","(2014– )","24 min","20,596","Animation, Action, Adventure","Stars: Yûki Kaji, Rintarou Nishi, Misaki Kuno, Bryce Papenbrook","TV Series (2014– )","Country: Japan"
"407.","Gone in 60 Seconds","6.5","Action, Crime, Thriller","A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.","(2000)","118 min","258,096","Action, Crime, Thriller","Director: Dominic Sena | Stars: Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross","9 June 2000 (USA)","Language: English"
"408.","X-Men: Days of Future Past","7.9","Action, Adventure, Sci-Fi","The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.","(2014)","132 min","653,547","Action, Adventure, Sci-Fi","Director: Bryan Singer | Stars: Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy","23 May 2014 (USA)","Country: USA | UK | Canada"
"409.","Wynonna Earp","7.4","Action, Drama, Fantasy","Following Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice.","(2016– )","43 min","17,607","Action, Drama, Fantasy","Stars: Melanie Scrofano, Tim Rozon, Dominique Provost-Chalkley, Katherine Barrell","TV Series (2016– )","Country: Canada | USA"
"410.","Apocalypto","7.8","Action, Adventure, Drama","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","(2006)","139 min","287,905","Action, Adventure, Drama","Director: Mel Gibson | Stars: Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood","8 December 2006 (USA)","Language: Maya"
"411.","The Hitman's Bodyguard","6.9","Action, Comedy, Crime","The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","(2017)","118 min","182,911","Action, Comedy, Crime","Director: Patrick Hughes | Stars: Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung","18 August 2017 (USA)","Country: USA | Hong Kong | Bulgaria | Netherlands | Canada | UK | France"
"412.","Dredd","7.1","Action, Crime, Sci-Fi","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.","(2012)","95 min","248,033","Action, Crime, Sci-Fi","Director: Pete Travis | Stars: Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood","21 September 2012 (USA)","Country: UK | South Africa | USA | India"
"413.","World War Z","7.0","Action, Adventure, Horror","Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.","(2013)","116 min","593,936","Action, Adventure, Horror","Director: Marc Forster | Stars: Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale","21 June 2013 (USA)","Country: USA | UK | Malta"
"414.","Cloud Atlas","7.4","Action, Drama, Mystery","An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.","(2012)","172 min","341,874","Action, Drama, Mystery","Directors: Tom Tykwer, Lana Wachowski, Lilly Wachowski | Stars: Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving","26 October 2012 (USA)","Country: USA | Germany | Hong Kong | Singapore | China"
"415.","I Saw the Devil","7.8","Action, Crime, Drama","A secret agent exacts revenge on a serial killer through a series of captures and releases.","(2010)","144 min","108,183","Action, Crime, Drama","Director: Jee-woon Kim | Stars: Byung-hun Lee, Min-sik Choi, Joon-hyuk Lee, Moo-Seong Choi","12 August 2010 (South Korea)","Country: South Korea"
"416.","Hard Kill","4.0","Action, Thriller","The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.","(2020)","98 min","4,062","Action, Thriller","Director: Matt Eskandari | Stars: Jesse Metcalfe, Bruce Willis, Lala Kent, Natalie Eva Marie","","Country: USA"
"417.","The Incredibles","8.0","Animation, Action, Adventure","A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","(2004)","115 min","647,468","Animation, Action, Adventure","Director: Brad Bird | Stars: Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee","5 November 2004 (USA)","Country: USA"
"418.","Castlevania","8.2","Animation, Action, Adventure","A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.","(2017– )","23 min","36,306","Animation, Action, Adventure","Stars: Richard Armitage, James Callis, Alejandra Reynoso, Theo James","TV Series (2017– )","Language: English"
"419.","Dracula Untold","6.3","Action, Drama, Fantasy","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.","(2014)","92 min","175,172","Action, Drama, Fantasy","Director: Gary Shore | Stars: Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson","10 October 2014 (USA)","Country: USA | UK | Ireland"
"420.","Çukur","7.3","Action, Crime, Thriller","A dangerous neighborhood, ""The Pit"", ran by a noble mafia family called Koçovars. When the family is in the danger of losing the control of The Pit, their youngest son now must come back to his home, where he could never escape from.","(2017– )","120 min","8,207","Action, Crime, Thriller","Stars: Aras Bulut Iynemli, Erkan Kolçak Köstendil, Öner Erkan, Riza Kocaoglu","TV Series (2017– )","Country: Turkey"
"421.","Divergent","6.7","Action, Adventure, Mystery","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","(2014)","139 min","421,299","Action, Adventure, Mystery","Director: Neil Burger | Stars: Shailene Woodley, Theo James, Kate Winslet, Jai Courtney","21 March 2014 (USA)","Country: USA"
"422.","Lethal Weapon","7.9","Action, Comedy, Crime","A slightly unhinged cop is partnered with a veteran detective trying to maintain a low stress level in his life.","(2016–2019)","44 min","34,683","Action, Comedy, Crime","Stars: Damon Wayans, Keesha Sharp, Kevin Rahm, Michelle Mitchenor","TV Series (2016–2019)","Country: USA"
"423.","Adrift","6.6","Action, Adventure, Biography","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","(I) (2018)","96 min","45,618","Action, Adventure, Biography","Director: Baltasar Kormákur | Stars: Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","1 June 2018 (USA)","Country: Hong Kong | Iceland | USA"
"424.","Captain America: The Winter Soldier","7.7","Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","(2014)","136 min","724,739","Action, Adventure, Sci-Fi","Directors: Anthony Russo, Joe Russo | Stars: Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford","4 April 2014 (USA)","Country: USA"
"425.","Real Steel","7.1","Action, Drama, Sci-Fi","In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.","(2011)","127 min","295,606","Action, Drama, Sci-Fi","Director: Shawn Levy | Stars: Hugh Jackman, Evangeline Lilly, Dakota Goyo, Anthony Mackie","7 October 2011 (USA)","Country: USA | India"
"426.","Seized","5.2","Action, Thriller","A former special forces agent's son is kidnapped and must now wipe out three dangerous crime syndicates, if he wants to see his son alive again.","(2020)","85 min","540","Action, Thriller","Director: Isaac Florentine | Stars: Scott Adkins, Mario Van Peebles, Karlee Perez, Matthew Garbacz","","Language: English"
"427.","My Spy","6.3","Action, Comedy","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.","(2020)","99 min","19,438","Action, Comedy","Director: Peter Segal | Stars: Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal","","Country: USA | Canada"
"428.","Rambo: Last Blood","6.1","Action, Thriller","Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.","(2019)","89 min","78,868","Action, Thriller","Director: Adrian Grunberg | Stars: Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza","","Country: USA | Hong Kong | France | Bulgaria | Spain | Sweden"
"429.","3 from Hell","5.5","Action, Horror","After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.","(2019)","115 min","11,147","Action, Horror","Director: Rob Zombie | Stars: Sheri Moon Zombie, Bill Moseley, Sid Haig, Jeff Daniel Phillips","","Country: USA"
"430.","Red Sparrow","6.6","Action, Drama, Thriller","Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.","(2018)","140 min","161,167","Action, Drama, Thriller","Director: Francis Lawrence | Stars: Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling","2 March 2018 (USA)","Country: USA"
"431.","Star Wars: Episode III - Revenge of the Sith","7.5","Action, Adventure, Fantasy","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","(2005)","140 min","699,429","Action, Adventure, Fantasy","Director: George Lucas | Stars: Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson","19 May 2005 (USA)","Country: USA"
"432.","The Amazing Spider-Man","6.9","Action, Adventure, Sci-Fi","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","(2012)","136 min","552,894","Action, Adventure, Sci-Fi","Director: Marc Webb | Stars: Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan","3 July 2012 (USA)","Country: USA"
"433.","Ant-Man","7.3","Action, Adventure, Comedy","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.","(2015)","117 min","559,157","Action, Adventure, Comedy","Director: Peyton Reed | Stars: Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly","17 July 2015 (USA)","Country: USA"
"434.","Inferno","6.2","Action, Adventure, Crime","When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.","(I) (2016)","121 min","155,669","Action, Adventure, Crime","Director: Ron Howard | Stars: Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster","28 October 2016 (USA)","Country: USA | Hungary"
"435.","10 Cloverfield Lane","7.2","Action, Drama, Horror","After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.","(2016)","103 min","285,937","Action, Drama, Horror","Director: Dan Trachtenberg | Stars: John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin","11 March 2016 (USA)","Country: USA"
"436.","Magnum, P.I.","7.5","Action, Adventure, Crime","The adventures of a Hawaii based private investigator.","(1980–1988)","48 min","21,864","Action, Adventure, Crime","Stars: Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti","TV Series (1980–1988)","Language: English"
"437.","Constantine","7.0","Action, Fantasy, Horror","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.","(2005)","121 min","302,244","Action, Fantasy, Horror","Director: Francis Lawrence | Stars: Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf","18 February 2005 (USA)","Country: USA | Germany"
"438.","Species","5.8","Action, Horror, Sci-Fi","A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.","(1995)","108 min","73,456","Action, Horror, Sci-Fi","Director: Roger Donaldson | Stars: Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina","7 July 1995 (USA)","Country: USA"
"439.","She-Hulk","","Action, Adventure, Comedy","Jennifer Walters acquires Hulk-like qualities.","","","","Action, Adventure, Comedy","Star: Tatiana Maslany","TV Series","Language: English"
"440.","The Matrix Reloaded","7.2","Action, Sci-Fi","Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.","(2003)","138 min","508,890","Action, Sci-Fi","Directors: Lana Wachowski, Lilly Wachowski | Stars: Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","","Language: English | French"
"441.","Now You See Me 2","6.5","Action, Adventure, Comedy","The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","(2016)","129 min","243,850","Action, Adventure, Comedy","Director: Jon M. Chu | Stars: Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco","10 June 2016 (USA)","Country: France | USA"
"442.","Star Wars: Episode VI - Return of the Jedi","8.3","Action, Adventure, Fantasy","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.","(1983)","131 min","935,149","Action, Adventure, Fantasy","Director: Richard Marquand | Stars: Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","25 May 1983 (USA)","Country: USA"
"443.","The Amazing Spider-Man 2","6.6","Action, Adventure, Sci-Fi","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","(2014)","142 min","411,840","Action, Adventure, Sci-Fi","Director: Marc Webb | Stars: Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti","2 May 2014 (USA)","Country: USA"
"444.","JAG","6.6","Action, Crime, Drama","The cases of Harmon Rabb, former Navy fighter pilot, and his fellow lawyers of the U.S. Navy's Judge Advocate General's office.","(1995–2005)","60 min","16,200","Action, Crime, Drama","Stars: David James Elliott, Catherine Bell, Patrick Labyorteaux, John M. Jackson","TV Series (1995–2005)","Language: English"
"445.","Becky","5.8","Action, Crime, Drama","A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.","(II) (2020)","93 min","8,247","Action, Crime, Drama","Directors: Jonathan Milott, Cary Murnion | Stars: Lulu Wilson, Kevin James, Joel McHale, Robert Maillet","5 June 2020 (USA)","Language: English"
"446.","Immortals","6.0","Action, Drama, Fantasy","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.","(2011)","110 min","159,358","Action, Drama, Fantasy","Director: Tarsem Singh | Stars: Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff","11 November 2011 (USA)","Country: USA | Canada | UK"
"447.","American Assassin","6.2","Action, Thriller","After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.","(2017)","111 min","68,854","Action, Thriller","Director: Michael Cuesta | Stars: Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch","","Country: USA"
"448.","Planet of the Apes","5.7","Action, Adventure, Sci-Fi","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.","(2001)","119 min","208,781","Action, Adventure, Sci-Fi","Director: Tim Burton | Stars: Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan","27 July 2001 (USA)","Country: USA"
"449.","Con Air","6.9","Action, Crime, Thriller","Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.","(1997)","115 min","273,013","Action, Crime, Thriller","Director: Simon West | Stars: Nicolas Cage, John Cusack, John Malkovich, Colm Meaney","6 June 1997 (USA)","Language: English | Spanish"
"450.","Rollerball","6.6","Action, Sci-Fi, Sport","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.","(1975)","125 min","22,204","Action, Sci-Fi, Sport","Director: Norman Jewison | Stars: James Caan, John Houseman, Maud Adams, John Beck","25 June 1975 (USA)","Country: UK | USA | Canada"
"451.","Cloverfield","7.0","Action, Horror, Sci-Fi","A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.","(2008)","85 min","369,641","Action, Horror, Sci-Fi","Director: Matt Reeves | Stars: Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller","18 January 2008 (USA)","Country: USA"
"452.","Star Wars: Episode II - Attack of the Clones","6.5","Action, Adventure, Fantasy","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","(2002)","142 min","630,474","Action, Adventure, Fantasy","Director: George Lucas | Stars: Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee","16 May 2002 (USA)","Country: USA"
"453.","The Rock","7.4","Action, Adventure, Thriller","A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.","(1996)","136 min","309,351","Action, Adventure, Thriller","Director: Michael Bay | Stars: Sean Connery, Nicolas Cage, Ed Harris, John Spencer","7 June 1996 (USA)","Language: English"
